psraid,sample,int_date,lang,version,form,llitext1,q1,eminuse,intmob,intfreq,device1a,smart1,snsint2,acct1a,acct1b,acct1c,acct1d,acct2,acct3a,acct3b,acct3c,acct3d,acct3e,acct3f,acct3g,secur1,secur2a,secur2b,secur2c,secur2d,secur2e,secur2f,secur2g,habits1a,habits1b,habits1c,habits1d,habits1e,habits1f,habits2,habits3,habits4a,habits4b,habits4c,habits5,habits6,habits7,habits8,habits9,habits10,habits11,habits12,wifi1,wifi2a,wifi2b,wifi2c,wifi2d,policy1,policy2a,policy2b,policy3,policy4,policy5,policy6a,policy6b,policy6c,policy6d,policy6e,sex,age,educ2,hisp,race3m1,race3m2,race3m3,race3m4,birth_hisp,marital,par,emplnw3,party,partyln,ideo,inc,hh1,hh3,ql1a,qc1,habits1fos,habits9os,raceos,usr,cregion,state,density,race3m1orig,race3m2orig,race3m3orig,race3m4orig,origraceos,i_usernw2,SmartPhone,racecmb,racethn,racethn2,racethn3,hhcell,genage2016,child,partysum,partyideo,habits1cnt,iphoneuse,hphoneuse,recage,receduc,adults,ll,cp,weight,standwt
100216,1,40216,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,1,2,1,1,1,2,1,1,2,2,1,2,2,2,2,2,2,2,3,3,1,3,1,2,30,6,1,1, , , ,1,1,1,1,4,2,8,6,5,3, , , , , ,U,3,48,4,1, , , , ,1,1,1,3,3,3,1,1,2,2,9,3,2,2,2,3,3,1,1,2.67647058823529,.934597159393452
100220,1,40216,1,1,1,2,1,1,1,2,1,1,1,1,2,2,1,1,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,1,2,1,1,1,2,1,2,1,1,5,1,2,1,2,2,1,1,1,2,2,2,2,3,2,2,1,3,3,1,69,6,2,1, , , , ,5,2,2,3,1,2,8,1, , , , , , ,U,3,5,1,1, , , , ,1,1,1,1,1,1,1,4,0,1,3,2,2,2,6,3,1,1,1,1,.349190147465685
100224,1,40216,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,4,2,2,2,2,2,1,2,1,2,2,1,1,2, , , , ,2,4,3,2,2,2,3,3,1,3,3,2,50,6,2,3, , , , ,1,1,3,3,2,4,9,4,3, , , , , ,S,2,27,5,3, , , , ,1,1,3,4,5,4,1,2,1,2,3,2,2,2,4,3,3,1,1,2.73529411764706,.955137756303198
100230,1,40216,1,1,2,1,2,1,2,2,1,2,1,2,2,1,1,1,2,2,2,3,3,2,2,2,2,2,1,2,2,2,2,1,1,2,2,1,2,2,2,1,1,2,2,2,1, , , , , ,2, , , , ,2,2,2,2,2,3,1,2,1,2,1,2,77,4,2,1, , , , ,5,2,3,3,1,3,2,1, , , , , , ,R,3,1,2,1, , , , ,1,2,1,1,1,1,1,5,0,1,3,3,2,2,6,2,1,1,1,1.17647058823529,.410811938194924
100231,1,40216,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,2,2,4,2,2,2,2,1,1,1,2,2,2,1,1,2,2,2,2,1,1,1,2,2,1,1,1,2, ,3,2,2,2, , , , ,2,2,2,3,2,3,3,1,1,3,2,1,55,6,2,1, , , , ,1,2,1,1, ,3,9,2,2, , , , , ,S,1,42,3,1, , , , ,1,1,1,1,1,1,1,3,0,1,2,2,2,2,5,3,2,1,1,1.29411764705882,.451893132014416
100239,1,50216,1,1,1,1,2,1,2,4,1,1,2,1,2,1,2,1,2,2,1, ,4,1,1,2,2,2,1,2, ,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2, ,1,4,4,3,2,2, , , , ,1,2,2,3,2,1,3,3,2,3,3,1,67,3,2,1, , , , ,5,2,3,3,1,2,6,1, , , , , , ,S,2,55,2,1, , , , ,1,1,1,1,1,1,1,4,0,1,3,2,2,2,6,1,1,1,1,2.52941176470588,.883245667119086
100242,1,40216,1,1,1,2,2,2,2, ,1,2, , , , , , ,2,2, , ,1,2,1,3,2,2,2, , ,1,2, , , , , , , , , , , , , , , , , , , , , , , , ,2,2,3,2,2,2,3,3,3,3,3,2,59,3,2,1, , , , ,3,2,3,2, ,4,1,1, , , , , , ,R,3,5,2,1, , , , ,0,2,1,1,1,1,1,3,0,2,5, ,2,2,5,1,1,1,1,1.85294117647059,.647028802657005
100244,1,40216,1,1,1,2,2,1,2,3,2, ,2,2,2,2,2,1, , ,4, ,2,4,4,3,2,2,2,2, ,2,2,1,2,2,2,2,2, ,2,2,2,2,2,2, , , , , , ,2, , , , ,3,8,3,2,2,4,3,8,3,3,3,1,83,3,2,1, , , , ,5,2,3,2, ,3,5,1, , , , , , ,S,1,9,4,1, , , , ,1,3,1,1,1,1,0,6,0,2,4,1,1,1,6,1,1,1,0,5.91176470588235,2.06432998942949
100254,1,40916,1,1,1,2,2,1,1,2,1,1,1,2,2,2,2,1,2,2,2,2,1,1,2,3,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,2,2,2,2,2,2, ,2,1,1,2, , , , ,2,2,2,2,2,2,3,3,2,3,3,2,71,5,2,1, , , , ,5,2,3,3,1,3,6,2,1, , , , , ,S,3,37,2,1, , , , ,1,1,1,1,1,1,1,5,1,1,3,4,2,2,6,2,1,1,1,1.17647058823529,.410811938194924
100255,1,40916,1,1,2,1,1,2,2, ,1,2, , , , , , ,2,2, , ,3,2,2,2,2,2,2, , ,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,3,3,2,2,3,2,82,3,2,1, , , , ,5,2,3,1, ,2,2,2,2, , , , , ,R,2,39,2,1, , , , ,0,2,1,1,1,1,1,6,0,1,1, ,2,2,6,1,2,1,1,2.70588235294118,.944867457848325
100256,1,40216,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,3,1,1,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2, ,2,1,2,1,2,2,2,1,1,1,2,2,1,2,1,1,1,1,2,2,2,2,2,3,3,1,3,3,2,39,4,1,7, , , ,3,6,1,2,4,9,3,2,3,3, , , , , ,S,1,34,5,7, , , , ,1,1,5,3,4,3,1,2,0,9,9,1,2,2,3,2,3,1,1,5.79411764705882,2.02324879561
100258,1,40216,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,2,2,2,3,2,2,2,1,2,2,2,2,1,2,2,1,1,2,2,2,2,1,1,1,2,1,1,1,2,2, ,4,3,2,2, , , , ,2,1,1,2,2,2,3,3,1,3,1,2,39,6,2,1, , , , ,1,1,3,1, ,2,7,6,2, , , , , ,S,1,34,5,1, , , , ,1,1,1,1,1,1,1,2,4,1,1,2,2,2,3,3,2,1,1,3.38235294117647,1.18108432231041
100259,1,40216,1,1,2,2,1,2,2, ,1,2, , , , , , ,3,3, , ,3,3,3,2,2,2,1, , ,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,3,3,2,2,2,1,2,3,1,69,8,2,1, , , , ,1,2,3,3,2,2,7,2,2, , , , , ,S,1,25,3,1, , , , ,0,2,1,1,1,1,1,4,0,2,3, ,2,2,6,3,2,1,1,1.52941176470588,.534055519653401
100262,1,40216,1,1,2,2,2,2,2, ,1,2, , , , , , ,2,2, , ,3,3,3,2,2,2,2, , ,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,3,2,2,2,2,2,3,3,3,3,3,1,64,2,2,2, , , , ,1,2,3,3,1,1,5,2,2, , , , , ,U,3,37,3,2, , , , ,0,2,2,2,2,2,1,4,0,1,3, ,2,2,5,1,2,1,1,3.44117647058824,1.20162491922015
100268,1,40216,1,1,2,1,1,2,2, ,2, , , , , , , , , , , ,2,5,5,2,2,2,2, , ,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,8,2,8,8,8,8,3,3,3,3,3,2,83,8,2,2, , , , ,5,2,3,1, ,2,98,1, , , , , , ,S,3,13,1,2, , , , ,0,3,2,2,2,2,0,6,0,1,1, ,1,1,6,3,1,1,0,2.02941176470588,.708650593386244
100271,1,40216,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,2,3, ,2,2,3,1,1,1,1,2, ,2,2,1,1,2,2,2,2,1,2,2,2,2,2,1, ,1,1,3,2,2,2, , , , ,2,2,2,2,3,2,1,3,2,2,1,2,57,6,2,1, , , , ,1,2,3,1, ,2,9,4,4, , , , , ,S,1,9,4,1, , , , ,1,1,1,1,1,1,1,3,0,1,1,2,2,2,5,3,3,1,1,1.64705882352941,.575136713472894
100272,1,40216,1,1,2,2,2,2,2, ,1,2, , , , , , ,2,2, , ,2,2,2,2,2,2,2, , ,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,3,3,3,3,3,2,82,3,2,2, , , , ,5,2,3,2, ,2,4,1, , , , , , ,R,3,13,2,2, , , , ,0,2,2,2,2,2,1,6,0,2,4, ,2,2,6,1,1,1,1,2.23529411764706,.780542682570356
100274,1,40216,1,1,1,2,1,1,2,3,1,2,1,1,1,2,1,1,3,3,3,3,3,2,4,2,2,1,1,2,2,2,2,2,1,2,2,2,2, ,1,1,1,1,1,2,1, , , , , ,2, , , , ,2,2,2,2,2,3,3,2,1,2,3,2,87,3,2,1, , , , ,5,2,3,3,9,3,4,1, , , , , , ,S,1,36,2,1, , , , ,1,2,1,1,1,1,1,6,0,9,3,1,2,2,6,1,1,1,1,2.20588235294118,.770272384115482
100280,1,40216,1,1,2,1,3,1,2,1,1,2,1,1,2,2,2,1,4,4,4,4,4,4,5,2,2,2,1,2,2,2,2,2,1,2,2,2,2, ,2,1,2,2,2,1,2, , , , , ,2, , , , ,2,8,2,4,4,2,1,1,1,1,1,2,99,8,2,1, , , , ,1,2,2,3,1,1,6,3,3, , , , , ,S,3,48,1,1, , , , ,1,2,1,1,1,1,1,9,0,1,3,1,2,2,9,3,3,1,1,1.05882352941176,.369730744375431
100284,1,41116,1,1,1,1,1,1,2,5,2, ,2,2,2,2,2,1, , ,2, ,2,2,2,2,2,2,1,2, ,2,2,1,2,2,2,2,2, ,1,2,2,2,1,2, , , , , , ,2, , , , ,2,2,1,2,3,3,2,3,2,3,2,1,75,8,2,1, , , , ,1,2,2,3,1,2,99,2,2,1, , , , ,U,2,27,2,1, , , , ,1,3,1,1,1,1,1,5,0,1,3,1,1,2,6,3,2,1,0,3,1.04757044239706
100290,1,40216,1,1,1,2,1,1,2,3,1,2,1,1,1,2,2,1,2,5,2,3,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2, ,2,2,2,2,2,2,2, , , , , ,1,2,2,1,1,2,2,1,3,3,2,2,1,2,3,3,2,65,6,2,1, , , , ,1,2,3,3,2,3,99,2,2, , , , , ,U,4,49,3,1, , , , ,1,2,1,1,1,1,1,4,0,2,3,1,2,2,6,3,2,1,1,1.05882352941176,.369730744375431
100292,1,40216,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,3,4,4,1,3,2,1,1,1,2,2,2,2,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2, ,5,3,1,1,1,1,1,1,1,1,1,3,3,1,2,3,2,2,1,2,57,4,2,1, , , , ,3,2,1,5,8,2,6,3,3, , , , , ,S,4,49,4,1, , , , ,1,1,1,1,1,1,1,3,0,9,9,2,2,2,5,2,3,1,1,2.17647058823529,.760002085660609
100295,1,40216,1,1,2,2,2,1,2,4,2, ,2,1,2,1,2,2, , ,8, ,3,1,8,1,2,2,1,2, ,2,2,1,2,2,2,2,1,6,2,2,2,1,2,2, , , , , , ,2, , , , ,2,8,1,3,4,8,3,3,3,3,3,1,46,3,2,1, , , , ,1,2,3,1, ,3,3,1, , , ,NAMES AND PARTS OF THE WORLD, , ,U,4,4,3,1, , , , ,1,3,1,1,1,1,0,2,0,1,2,2,1,1,4,1,1,1,0,5.91176470588235,2.06432998942949
100305,1,40216,1,1,2,1,1,2,2, ,1,8, , , , , , ,3,2, , ,1,2,2,3,2,2,2, , ,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,1,3,3,2,2,2,3,3,3,3,3,1,72,8,2,1, , , , ,5,2,3,1, ,2,5,1, , , , , , ,R,2,39,1,1, , , , ,0,2,1,1,1,1,1,5,0,1,1, ,2,2,6,3,1,1,1,1,.349190147465685
100306,1,40216,1,1,1,1,2,1,1,2,1,2,2,2,2,2,2,1,1,1,4, ,4,4,2,3,2,1,2,2, ,2,2,1,1,2,2,2,2,1,2,2,1,2,2,1, , , , , , ,2, , , , ,1,1,1,4,4,3,1,1,1,2,1,2,48,6,2,1, , , , ,1,2,3,3,2,5,7,2,2, , , , , ,S,2,39,3,1, , , , ,1,2,1,1,1,1,1,2,0,2,3,2,2,2,4,3,2,1,1,2.17647058823529,.760002085660609
100312,1,40216,1,1,1,2,2,1,1,2,1,1,1,2,2,2,1,1,1,1,1,1,4,1,1,3,2,2,1,1,2,2,2,1,2,2,2,2,2, ,1,1,2,2,2,2,1,1,1,3,2,2,1,2,2,1,2,2,2,2,2,2,2,1,3,2,2,2,2,53,4,2,1, , , , ,1,2,1,1, ,2,7,2,2, , , , , ,S,3,24,4,1, , , , ,1,1,1,1,1,1,1,3,0,1,1,1,2,2,4,2,2,1,1,3.47058823529412,1.21189521767503
100313,1,40216,1,1,2,1,8,1,1,2,1,1,2,1,2,1,2,1,3,3,3, ,3,3,3,2,2,2,2,2, ,2,2,2,1,2,2,2,2, ,2,1,1,1,2,2, ,1,1,3,2,2,2, , , , ,3,2,2,2,2,8,3,3,2,3,3,2,43,8,2,1, , , , ,1,1,1,3,2,4,99,3,2, , , , , ,S,1,34,4,1, , , , ,1,1,1,1,1,1,1,2,1,2,3,1,2,2,3,3,2,1,1,3.02941176470588,1.05784074085193
100320,1,40916,1,1,1,1,2,1,1,2,1,1,1,2,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,1,1,1,2,2,2,1,2,2, ,1,3,1,2, , , , ,2,3,3,2,2,2,3,2,1,3,1,2,58,4,2,1, , , , ,1,2,1,1, ,2,6,2,2, , , , , ,S,3,24,4,1, , , , ,1,1,1,1,1,1,1,3,0,1,1,2,2,2,5,2,2,1,1,1.94117647058824,.677839698021624
100322,1,40916,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,1,4,2,4, ,4,4,4,2,1,1,1,1, ,1,2,2,1,2,1,2,2,2,2,1,1,1,1,2, ,1,1,3,2,2,1,1,2, ,1,1,2,2,4,4,2,3,1,1,3,2,2,40,8,9,9, , , , ,1,9,1,3,2,4,99,5,99, , , , , ,S,3,24,4,9, , , , ,1,1,9,9,9,9,1,2,99,2,3,2,2,2,3,3,2,1,1,2.5,.872975368664213
100326,1,40916,1,1,2,1,2,1,1,2,1,1,1,2,2,2,2,1,4,4,4,4,4,4,4,2,1,1,2,1,2,1,2,1,1,2,2,2,2,1,1,2,1,2,2,2,2,2, ,4,2,2,1,2,2,1,2,2,1,1,4,4,4,3,1,1,3,1,2,53,4,2,1, , , , ,1,1,1,1, ,4,5,3,2, , , , , ,S,3,37,2,1, , , , ,1,1,1,1,1,1,1,3,1,1,2,2,2,2,4,2,2,1,1,2.94117647058824,1.02702984548731
100337,1,40916,1,1,2,1,3,1,1,2,1,2,1,1,1,1,1,1,2,3,2,2,2,2,2,1,2,1,1,1,2,1,2,1,2,2,2,2,2, ,2,2,2,2,2,1,1, , , , , ,1,2,2,1,2,3,3,3,2,1,2,2,3,1,3,2,2,35,5,2,1, , , , ,1,1,1,1, ,3,7,5,2, , , , , ,R,2,27,1,1, , , , ,1,2,1,1,1,1,1,1,3,1,2,1,2,2,3,2,2,1,1,3.35294117647059,1.17081402385553
100343,1,40916,1,1,1,1,2,1,2,2,1,1,2,1,2,2,1,2,1,9,2, ,4,1,5,2,2,2,2,2, ,2,2,1,1,2,2,2,2,1,2,2,2,2,1,8, ,2, ,4,3,2,2, , , , ,2,8,4,2,2,1,3,3,1,3,3,2,76,8,2,1, , , , ,5,2,3,2, ,3,9,1, , , , , , ,S,2,26,4,1, , , , ,1,1,1,1,1,1,1,5,0,2,4,2,2,2,6,3,1,1,1,1,.349190147465685
100354,1,42016,1,1,2,1,1,1,1,5,1,1,2,2,2,2,2,1,2,2,1, ,2,3,3,2,2,2,2,2, ,2,2,1,2,2,2,2,2, ,2,2,2,2,2,2, ,2, ,3,2,8,2, , , , ,2,2,2,2,2,2,3,3,2,3,3,2,68,4,2,1, , , , ,1,2,3,1, ,4,1,2,2, , , , , ,S,3,37,2,1, , , , ,1,1,1,1,1,1,1,4,0,1,2,1,2,2,6,2,2,1,1,1.61764705882353,.56486641501802
100355,1,40916,1,1,2,1,3,1,2,2,1,1,2,9,9,9,9,1,4,4,2, ,4,9,9,2,2,2,2,2, ,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2, ,1,5,3,2,1,2, , , , ,1,1,1,4,4,1,3,3,2,3,1,2,64,5,2,1, , , , ,1,2,3,3,9,2,8,2,2, , , ,YOU HAVE TO ULOC TO USE IT., ,U,4,6,3,1, , , , ,1,1,1,1,1,1,1,4,0,9,3,2,2,2,5,2,2,1,1,1.76470588235294,.616217907292386
100358,1,40916,1,1,1,1,2,1,2,3,1,2,2,2,2,2,2,2,4,4,4, ,4,4,4,2,2,1,1,2, ,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , ,2, , , , ,1,1,2,2,4,3,3,3,1,2,3,1,80,5,2,1, , , , ,1,2,3,3,2,2,6,2,2, , , , , ,R,4,41,1,1, , , , ,1,2,1,1,1,1,1,6,0,2,3,2,2,2,6,2,2,1,1,2.17647058823529,.760002085660609
100366,1,40916,1,1,2,1,1,2,2, ,2, , , , , , , , , , , ,2,1,8,1,2,2,8, , ,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,2,2,3,1,8,2,3,3,3,3,3,2,93,3,2,1, , , , ,5,2,3,1, ,2,98,1, , , , , , ,S,4,6,3,1, , , , ,0,3,1,1,1,1,0,6,0,1,1, ,1,1,6,1,1,1,0,5.14705882352941,1.79730222960279
100373,1,40916,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,3,3,3,3,4,2,2,1,1,1,1,2,2,1,2,1,1,2,2,2,2,2,1,2,2,1,2,2,2,1,1,2,1,2,1,1,2,1,1,1,1,1,4,2,4,1,2,1,2,2,2,66,8,2,3, , , , ,1,2,3,3,1,2,7,2,2, , , , , ,S,4,49,2,3, , , , ,1,1,3,4,5,4,1,4,0,1,3,2,2,2,6,3,2,1,1,1.64705882352941,.575136713472894
100375,1,40916,1,1,2,2,1,2,2, ,1,2, , , , , , ,8,8, , ,3,1,2,3,2,2,2, , ,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,8,8,3,1,1,1,3,3,3,3,3,1,85,7,1,1, , , ,1,1,2,3,2, ,4,2,2,2, , , , , ,R,2,27,1,1, , , , ,0,2,1,3,3,3,1,6,0,2,5, ,2,2,6,3,2,1,1,1,.349190147465685
100376,1,40916,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,3,2,3,3,3,3,3,1,1,1,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,2,1,1,2,1,9,2,1,1,1,2,2,1,1,1,1,1,2,1,3,1,1,1,3,1,1,36,8,2,9, , , , ,1,1,1,1, ,1,6,99,2, , , , , ,U,2,39,1,9, , , , ,1,1,9,9,9,9,1,2,99,1,1,2,2,2,3,3,2,1,1,1.73529411764706,.605947608837513
100377,1,42716,2,1,2,1,2,2,1,2,1,1,1,2,2,2,2,1,2,2,5,3,4,5,4,2,2,2,2,2,2,2,2,1,2,2,2,2,2, ,1,2,2,2,1,2,2,2, ,3,3,2,1,2,2,1,2,1,2,3,2,2,2,3,3,1,3,3,2,46,3,1,7, , , ,3,1,1,3,3,2,2,3,6,2, , , , , ,S,2,20,1,7, , , , ,1,1,5,3,4,3,1,2,4,2,3,1,2,2,4,1,2,1,1,2.55882352941176,.89351596557396
100386,1,40916,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,1,1,8,1,1,2,8,1,8,2,1,1,2,1,1,4,1,2,2,1,2,2,1,1,1,3,3,2,2,2,2,3,1,3,1,2,53,8,2,1, , , , ,3,2,1,3,2,5,6,2,2, , , , , ,U,3,22,4,1, , , , ,1,1,1,1,1,1,1,3,0,2,3,4,2,2,4,3,2,1,1,2.17647058823529,.760002085660609
100389,1,40916,1,1,1,2,1,2,2, ,2, , , , , , , , , , , ,2,2,2,2,2,2,2, , ,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,3,3,2,3,3,1,80,4,2,1, , , , ,1,2,3,3,1,2,7,2,2,1, , , , ,U,4,53,3,1, , , , ,0,3,1,1,1,1,1,6,0,1,3, ,1,2,6,2,2,1,0,5.91176470588235,2.06432998942949
100390,1,40916,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,2,1,2,1,1,3,2,2,1,2,2,2,1,2,2,2,1,1,2,1,2,1,3,1,1,47,8,2,1, , , , ,1,1,1,2, ,4,8,4,2, , ,SEND AN EMAIL TO MYSELF, , ,S,2,27,3,1, , , , ,1,1,1,1,1,1,1,2,2,2,5,2,2,2,4,3,2,1,1,1.64705882352941,.575136713472894
100391,1,40916,1,1,1,1,2,2,2, ,2, , , , , , , , , , , ,3,4,3,2,2,2,2, , ,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,1,3,3,2,2,4,3,3,3,3,3,2,86,4,1,1, , , ,1,5,2,3,2, ,3,2,1, , , , , , ,S,4,6,3,1, , , , ,0,3,1,3,3,3,0,6,0,2,4, ,1,1,6,2,1,1,0,5.14705882352941,1.79730222960279
100392,1,40916,1,1,1,2,1,1,1,2,1,2,1,2,1,2,2,1,3,2,2,4,2,2,3,3,2,1,1,2,1,2,2,1,2,2,2,2,2, ,2,2,1,2,2,2,1, , , , , ,2, , , , ,2,2,2,2,2,2,1,2,1,3,2,1,57,6,2,1, , , , ,1,2,2,1, ,3,5,2,2, , , , , ,S,3,12,2,1, , , , ,1,2,1,1,1,1,1,3,0,1,2,1,2,2,5,3,2,1,1,1,.349190147465685
100396,1,40916,1,1,1,1,1,2,2, ,1,2, , , , , , ,2,2, , ,3,1,1,3,2,2,2, , ,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,8,2,2,2,4,8,3,3,2,3,3,2,88,3,2,1, , , , ,5,2,3,3,8,4,99,1, , , , , , ,S,2,17,2,1, , , , ,0,2,1,1,1,1,1,6,0,9,3, ,2,2,6,1,1,1,1,1.97058823529412,.688109996476498
100398,1,42416,1,1,1,1,3,1,1,1,2, ,1,1,2,2,1,2, , ,8,9,4,8,9,1,2,2,1,2,2,2,2,1,2,2,2,2,2, ,1,1,2,2,1,8,8, , , , , ,1,2,2,1,2,1,8,3,4,2,8,2,3,2,3,2,1,34,4,9,9, , , , ,6,2,1,9,1,9,3,3,3,2, , , , ,R,4,53,1,9, , , , ,1,3,9,9,9,9,0,1,0,1,9,1,1,1,2,2,3,1,0,5.91176470588235,2.06432998942949
100403,1,40916,1,1,2,2,2,1,1,3,1,1,1,1,1,2,1,1,2,2,2,3,3,3,2,2,2,1,2,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,1,1,2,1,2,5,1,1,2, , , , ,1,2,1,2,3,2,1,1,1,2,1,2,67,4,2,1, , , , ,1,2,3,4,8,4,6,3,3, , , , , ,U,3,47,3,1, , , , ,1,1,1,1,1,1,1,4,0,9,9,2,2,2,6,2,3,1,1,2.02941176470588,.708650593386244
100405,1,42016,1,1,2,2,2,1,1,5,1,2,2,2,2,2,2,1,8,8,4, ,4,4,4,2,1,2,2,2, ,2,1,1,1,2,2,2,2,1,8,2,2,2,2,2, , , , , , ,2, , , , ,2,2,2,2,4,4,1,1,1,2,2,2,57,4,1,1, , , ,1,1,2,1,2, ,4,98,5,3, , , , , ,U,4,6,3,1, , , , ,1,2,1,3,3,3,1,3,2,2,5,2,2,2,5,2,3,1,1,2.94117647058824,1.02702984548731
100406,1,42416,1,1,1,2,2,2,2, ,2, , , , , , , , , , , ,3,3,3,3,2,2,2, , ,1,2, , , , , , , , , , , , , , , , , , , , , , , , ,3,2,2,4,8,2,8,3,3,3,3,2,79,4,2,1, , , , ,1,2,3,4,9,9,3,2,2,2, , , , ,U,4,41,1,1, , , , ,0,3,1,1,1,1,0,5,0,9,9, ,1,1,6,2,2,1,0,5.02941176470588,1.7562210357833
100414,1,40916,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,4,1,2,2,2,1,2,2,2,2,2,2,1,2,1,2,1,4,2,1,2,1,1,2,2,1,1,4,2,2,1,2,2,1,1,2,2,2,4,4,3,2,2,1,3,2,1,50,8,2,1, , , , ,1,1,1,2, ,3,9,5,4, , ,TELL SOMEONE ELSE THE PASSWORD, , ,S,3,10,2,1, , , , ,1,1,1,1,1,1,1,2,1,2,4,3,2,2,4,3,3,1,1,1.58823529411765,.554596116563147
100420,1,40916,1,1,2,2,8,2,2, ,2, , , , , , , , , , , ,2,5,2,2,2,2,2, , ,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,8,8,8,2,8,4,3,3,3,3,3,2,85,2,2,1, , , , ,5,2,3,2, ,3,1,1, , , , , , ,R,2,38,1,1, , , , ,0,3,1,1,1,1,0,6,0,2,4, ,1,1,6,1,1,1,0,4.82352941176471,1.68432894659919
100421,1,40916,1,1,1,1,2,2,2, ,1,8, , , , , , ,1,1, , ,3,5,1,1,2,2,2, , ,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,1,2,2,3,3,1,3,3,1,99,3,2,1, , , , ,6,2,3,3,9,4,99,1, , , , , , ,R,3,28,2,1, , , , ,0,2,1,1,1,1,1,9,0,9,3, ,2,2,9,1,1,1,1,2.32352941176471,.811353577934975
100424,1,40916,1,1,2,2,2,1,1,1,1,1,1,1,2,1,2,1,1,3,1,4,1,1,4,2,2,2,2,2,2,2,2,1,2,2,2,2,2, ,2,2,2,2,2,2,2,1,1,3,1,2,1,1,1,1,1,2,2,2,2,1,3,1,2,1,1,2,1,50,8,2,2, , , , ,3,1,1,2, ,2,7,3,2, , , , , ,U,3,24,4,2, , , , ,1,1,2,2,2,2,1,2,1,2,4,1,2,2,4,3,2,1,1,1.76470588235294,.616217907292386
100425,1,40916,1,1,2,2,1,1,1,1,1,1,2,1,2,1,1,1,2,1,2, ,4,3,3,2,1,1,1,2, ,2,2,2,2,2,2,2,2, ,2,1,2,2,2,8, ,1,8,2,2,1,2, , , , ,3,8,2,4,3,3,3,3,2,3,3,1,99,6,2,1, , , , ,1,2,3,1, ,1,98,2,2, , , , , ,S,3,37,2,1, , , , ,1,1,1,1,1,1,1,9,0,1,1,0,2,2,9,3,2,1,1,1.14705882352941,.400541639740051
100428,1,40916,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,1,2,2,1,1,2,2,2,2,2,2,1,1,3,2,2,2, , , , ,1,2,2,2,1,1,3,2,1,2,2,1,30,3,2,1, , , , ,1,1,1,1, ,1,8,3,2, , , , , ,S,3,13,2,1, , , , ,1,1,1,1,1,1,1,1,1,1,1,3,2,2,2,1,2,1,1,3.20588235294118,1.11946253158117
